REFSEQ,SYMBOL,GENENAME,ENTREZID,GOSLIM_IDS,Ecol-K-12MG1655-1G-CTRL-Rep1,Ecol-K-12MG1655-1G-CTRL-Rep2,Ecol-K-12MG1655-1G-CTRL-Rep3,Ecol-K-12MG1655-1G-CTRL-Rep4,Ecol-K-12MG1655-uG-Clinorotation-Rep1,Ecol-K-12MG1655-uG-Clinorotation-Rep2,Ecol-K-12MG1655-uG-Clinorotation-Rep3,Ecol-K-12MG1655-uG-Clinorotation-Rep4,All.mean,All.stdev,F.p.value,Group.Mean_(1G),Group.Mean_(uG),Group.Stdev_(1G),Group.Stdev_(uG),Log2fc_(1G)v(uG),Log2fc_(uG)v(1G),P.value_(1G)v(uG),P.value_(uG)v(1G),Adj.p.value_(1G)v(uG),Adj.p.value_(uG)v(1G)
NP_416033,lsrB,autoinducer 2-binding protein,945418,"GO:0005215, GO:0005886, GO:0006810, GO:0008643, GO:0009987, GO:0015144, GO:0016020, GO:0016021, GO:0022857, GO:0044464, GO:0051179, NA",8.021093084,7.902100072,8.013310887,7.77158602,8.158503237,7.841420442,7.80349542,7.558920054,7.883803652,0.032139181,0.512475385,7.840584788,7.927022516,3.920292394,3.963511258,-0.086437727,0.086437727,0.512475385,0.512475385,0.998164659,0.998164659
NP_418721,sgcE,putative epimerase,948829,"GO:0003824, GO:0005488, GO:0005622, GO:0005737, GO:0005829, GO:0005975, GO:0005996, GO:0006098, GO:0006139, GO:0006732, GO:0006796, GO:0006807, GO:0008152, GO:0009056, GO:0009987, GO:0016853, GO:0016854, GO:0044238, GO:0044464",9.760791747,9.832684185,9.789609828,9.317288503,9.472488073,9.722350468,9.697336442,9.349121465,9.617708839,0.037447522,0.42331659,9.560324112,9.675093566,4.780162056,4.837546783,-0.114769454,0.114769454,0.42331659,0.42331659,0.998164659,0.998164659
NP_416051,ydeE,putative transporter,946083,NA,6.332655046,5.975912685,6.286959559,5.504746129,6.561355618,5.862134805,5.954500918,5.527299091,6.000695481,0.117741655,0.845238547,5.976322608,6.025068355,2.988161304,3.012534177,-0.048745747,0.048745747,0.845238547,0.845238547,0.998164659,0.998164659
NP_416652,preA,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C",949037,"GO:0003824, GO:0005622, GO:0005737, GO:0006139, GO:0006206, GO:0006807, GO:0008152, GO:0009056, GO:0009987, GO:0016491, GO:0044238, GO:0044464",8.877378698,8.883734478,8.830412451,8.864317475,8.83852288,8.851646696,8.941443169,8.881546799,8.871125331,0.008278831,0.828726603,8.878289886,8.863960776,4.439144943,4.431980388,0.01432911,-0.01432911,0.828726603,0.828726603,0.998164659,0.998164659
NP_414805,yagH,CP4-6 prophage; putative xylosidase/arabinosidase,944949,"GO:0003824, GO:0005975, GO:0008152, GO:0016787, GO:0016799, GO:0044238",8.459096892,8.425255606,8.423680941,8.510590292,8.421741619,8.392012716,8.027638384,8.383168559,8.380398126,0.019518662,0.16697871,8.30614032,8.454655932,4.15307016,4.227327966,-0.148515613,0.148515613,0.16697871,0.16697871,0.998164659,0.998164659
NP_414783,ykfF,CP4-6 prophage; uncharacterized protein,948839,,8.765415085,8.68915747,8.735251489,8.686775611,8.862033432,8.542482398,8.576994311,8.703229002,8.69516735,0.014857811,0.591428806,8.671184786,8.719149914,4.335592393,4.359574957,-0.047965128,0.047965128,0.591428806,0.591428806,0.998164659,0.998164659
NP_415740,narX,sensory histidine kinase in two-component regulatory system with NarL,945788,"GO:0003824, GO:0004672, GO:0009987, GO:0016301, GO:0016740, GO:0006464, GO:0006468, GO:0008152, GO:0019538, GO:0044238",9.291199854,9.225086111,9.19700257,9.395858677,9.259107312,9.325817169,9.215376303,9.36535868,9.284350835,0.011489476,0.856261949,9.291414866,9.277286803,4.645707433,4.638643401,0.014128063,-0.014128063,0.856261949,0.856261949,0.998164659,0.998164659
NP_415827,ycjO,putative sugar ABC transporter permease,945888,NA,8.538602246,8.615456204,8.553399446,8.318365521,8.549830185,8.486831336,8.574386226,8.446559339,8.510428813,0.014133652,0.926764427,8.514401772,8.506455854,4.257200886,4.253227927,0.007945917,-0.007945917,0.926764427,0.926764427,0.998164659,0.998164659
NP_415110,nfsB,"dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive",945778,"GO:0003824, GO:0004601, GO:0006091, GO:0016209, GO:0016491, GO:0022904, GO:0008152",8.617995274,8.807333671,8.838798918,8.702948894,8.732261281,8.635935755,8.800056903,8.676401655,8.726466544,0.012472774,0.707348357,8.711163899,8.741769189,4.355581949,4.370884595,-0.03060529,0.03060529,0.707348357,0.707348357,0.998164659,0.998164659
NP_414549,talB,transaldolase B,944748,NA,9.190390492,9.159602823,9.068737858,8.670593398,9.254677399,8.784717699,9.081387552,8.621707856,8.978976885,0.053732612,0.609593111,8.935622626,9.022331143,4.467811313,4.511165571,-0.086708516,0.086708516,0.609593111,0.609593111,0.998164659,0.998164659
NP_415844,pgrR,murein peptide degradation regulator,945930,NA,8.769764798,8.690917226,8.736264931,8.122855364,8.803871104,8.309080293,8.504626604,8.48362675,8.552625884,0.052723389,0.744138267,8.525301188,8.57995058,4.262650594,4.28997529,-0.054649392,0.054649392,0.744138267,0.744138267,0.998164659,0.998164659
NP_415136,ybdO,putative DNA-binding transcriptional regulator,945216,NA,8.130231723,7.947692219,8.018571908,8.974405783,8.031032005,8.32076986,8.173868342,9.081931679,8.33481294,0.156342526,0.642741555,8.401900472,8.267725408,4.200950236,4.133862704,0.134175063,-0.134175063,0.642741555,0.642741555,0.998164659,0.998164659
NP_416188,ydhV,putative oxidoreductase subunit,948756,NA,7.651536257,7.650421764,7.618439456,8.466984929,7.109302282,8.319423189,8.011332632,8.138766715,7.870775903,0.161063472,0.86979664,7.894706204,7.846845601,3.947353102,3.923422801,0.047860603,-0.047860603,0.86979664,0.86979664,0.998164659,0.998164659
NP_415027,tesA,acyl-CoA thioesterase 1 and protease I and lysophospholipase L1,945127,"GO:0003824, GO:0004620, GO:0008152, GO:0016298, GO:0016787, GO:0016788",9.419105578,9.479844162,9.447281179,9.251663856,9.488144561,9.204292097,9.226020273,9.236019637,9.344046418,0.016784571,0.25705283,9.288619142,9.399473694,4.644309571,4.699736847,-0.110854552,0.110854552,0.25705283,0.25705283,0.998164659,0.998164659
NP_416401,cheW,purine-binding chemotaxis protein,946400,"GO:0003824, GO:0009987, GO:0016301, GO:0016740, GO:0019202, GO:0008152",8.220649662,8.260087425,8.212729079,9.164616498,8.134263824,8.542101156,8.331270719,9.207497168,8.509151941,0.152613546,0.75396799,8.553783217,8.464520666,4.276891608,4.232260333,0.08926255,-0.08926255,0.75396799,0.75396799,0.998164659,0.998164659
NP_415157,flc,"fluoride efflux channel, dual topology membrane protein",945798,NA,8.379753606,8.42765089,8.322109032,8.092367757,8.377206657,8.152691607,8.214578379,8.300097444,8.283306921,0.017947083,0.650949596,8.261143522,8.305470321,4.130571761,4.152735161,-0.0443268,0.0443268,0.650949596,0.650949596,0.998164659,0.998164659
NP_415764,yciU,UPF0263 family protein,945819,,8.321222409,8.329763063,8.264083196,8.573593127,8.377532449,8.171934871,8.252731903,8.153481274,8.305542787,0.01714592,0.183962415,8.238920124,8.372165449,4.119460062,4.186082724,-0.133245324,0.133245324,0.183962415,0.183962415,0.998164659,0.998164659
NP_417093,yfiL,lipoprotein,947106,,8.407295315,8.478631069,8.42016098,8.350811257,8.400786508,8.393088253,8.414727751,8.227956787,8.38668224,0.010883006,0.47426088,8.359139825,8.414224655,4.179569912,4.207112328,-0.05508483,0.05508483,0.47426088,0.47426088,0.998164659,0.998164659
NP_415333,dps,Fe-binding and storage protein; stress-inducible DNA-binding protein,945101,NA,7.055385053,7.220787115,7.20455685,6.140666277,7.078685225,6.752165502,7.062722154,6.243407427,6.84479695,0.146647164,0.665268539,6.784245077,6.905348824,3.392122538,3.452674412,-0.121103747,0.121103747,0.665268539,0.665268539,0.998164659,0.998164659
NP_416764,menC,O-succinylbenzoyl-CoA synthase,946734,"GO:0003824, GO:0008152, GO:0016829, GO:0016836, GO:0016853, GO:0016854",9.206414739,9.048319015,9.097495733,8.649578728,8.989776121,9.011363089,9.125223064,8.91578959,9.00549501,0.029578846,0.935717187,9.010537966,9.000452054,4.505268983,4.500226027,0.010085912,-0.010085912,0.935717187,0.935717187,0.998164659,0.998164659
NP_417162,nrdF,"ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein",947149,NA,8.246191724,8.166265312,8.245434864,7.88809144,8.151225155,7.970230317,8.285625266,8.183574829,8.142079863,0.022750432,0.918899206,8.147663892,8.136495835,4.073831946,4.068247917,0.011168057,-0.011168057,0.918899206,0.918899206,0.998164659,0.998164659
NP_416715,yojI,microcin J25 efflux ABC transporter permease/ATPase,946705,"GO:0003824, GO:0005215, GO:0005975, GO:0006520, GO:0006796, GO:0006810, GO:0006817, GO:0006865, GO:0008152, GO:0008643, GO:0016787, GO:0022857, GO:0042626, GO:0044238, GO:0051179",8.78630054,8.838305125,8.834142822,8.766146105,8.738168696,8.81541359,8.872430773,8.617827568,8.783591902,0.011856912,0.571068401,8.760960157,8.806223648,4.380480078,4.403111824,-0.045263491,0.045263491,0.571068401,0.571068401,0.998164659,0.998164659
NP_418557,cadC,cadBA operon transcriptional activator,948653,,8.446785491,8.380217165,8.418451798,9.186031831,8.450395477,8.468336639,8.419570595,8.904252762,8.58425522,0.074747646,0.812458576,8.560638868,8.607871571,4.280319434,4.303935786,-0.047232703,0.047232703,0.812458576,0.812458576,0.998164659,0.998164659
NP_416670,psuG,pseudouridine 5'-phosphate glycosidase,946699,"GO:0003824, GO:0005975, GO:0005996, GO:0006139, GO:0008152, GO:0016301, GO:0016740, GO:0019200, GO:0019201, GO:0044238",7.996650723,7.888498146,7.855045275,8.270991601,7.775745458,8.077417817,8.164954479,7.900553172,7.991232084,0.029444204,0.853051995,7.979667732,8.002796436,3.989833866,4.001398218,-0.023128705,0.023128705,0.853051995,0.853051995,0.998164659,0.998164659
NP_415521,yccE,uncharacterized protein,947468,,9.322626701,9.379632278,9.235874718,9.307047083,9.066773569,9.198658805,9.431431821,8.905020563,9.230883192,0.025049787,0.184531353,9.15047119,9.311295195,4.575235595,4.655647597,-0.160824005,0.160824005,0.184531353,0.184531353,0.998164659,0.998164659
NP_415480,yccS,"putative transporter, FUSC superfamily inner membrane protein",947001,NA,8.710851386,8.751343372,8.595728606,8.810982115,8.682886125,9.033679602,8.860736175,8.840024727,8.785779014,0.017004052,0.171181155,8.854331657,8.71722637,4.427165829,4.358613185,0.137105288,-0.137105288,0.171181155,0.171181155,0.998164659,0.998164659
NP_417649,dacB,D-alanyl-D-alanine carboxypeptidase,947693,"GO:0003824, GO:0006508, GO:0008152, GO:0008233, GO:0016787, GO:0019538, GO:0044238",7.849053107,7.863166928,7.870423043,8.428539178,8.032341849,8.2154974,7.97266833,8.847021221,8.134838882,0.08764175,0.238805808,8.2668822,8.002795564,4.1334411,4.001397782,0.264086636,-0.264086636,0.238805808,0.238805808,0.998164659,0.998164659
NP_418598,purA,adenylosuccinate synthetase,948695,"GO:0003824, GO:0005622, GO:0005737, GO:0006139, GO:0006796, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016874, GO:0044238, GO:0044464",8.088058115,8.200980962,8.097632877,8.631666216,8.005276784,8.43628127,8.260970958,8.186780128,8.238455914,0.039935893,0.824530593,8.222327285,8.254584542,4.111163643,4.127292271,-0.032257257,0.032257257,0.824530593,0.824530593,0.998164659,0.998164659
NP_418754,yjiL,"putative ATPase, activator of (R)-hydroxyglutaryl-CoA dehydratase",948837,NA,8.518690368,8.305067393,8.379960786,9.157642639,8.144242925,8.753808867,8.612531555,8.974422678,8.605795901,0.098727783,0.892411476,8.621251506,8.590340296,4.310625753,4.295170148,0.03091121,-0.03091121,0.892411476,0.892411476,0.998164659,0.998164659
NP_416873,yfdV,putative transporter,949110,NA,9.574013975,9.624467414,9.490615639,9.566072043,9.613674182,9.272111825,9.574352988,9.519961455,9.52940869,0.016256418,0.465120658,9.495025112,9.563792268,4.747512556,4.781896134,-0.068767156,0.068767156,0.465120658,0.465120658,0.998164659,0.998164659
NP_415779,trpD,fused glutamine amidotransferase (component II) of anthranilate synthase/anthranilate phosphoribosyl transferase,945109,"GO:0003824, GO:0005622, GO:0005737, GO:0006139, GO:0006144, GO:0006520, GO:0006807, GO:0008152, GO:0008652, GO:0009058, GO:0009987, GO:0016740, GO:0016757, GO:0016829, GO:0032991, GO:0043234, GO:0044238, GO:0044464",8.57310234,8.611357958,8.544203696,8.917497292,8.512075489,8.946123774,8.546068831,9.043417129,8.711730814,0.042016201,0.506049731,8.761921306,8.661540321,4.380960653,4.330770161,0.100380984,-0.100380984,0.506049731,0.506049731,0.998164659,0.998164659
NP_417014,pbpC,penicillin-insensitive murein repair transglycosylase; inactive transpeptidase domain protein,947152,"GO:0003824, GO:0008152",8.589610841,8.314308714,8.390758179,8.137555845,8.074229048,8.361818428,8.403921726,7.626013215,8.237277,0.061845376,0.202759548,8.116495604,8.358058395,4.058247802,4.179029197,-0.241562791,0.241562791,0.202759548,0.202759548,0.998164659,0.998164659
NP_416610,rcnB,periplasmic modulator of Ni and Co efflux,949080,,8.082888777,8.1246888,8.122443413,8.235159479,8.088336372,8.167033553,8.103767841,8.060927101,8.123155667,0.009493193,0.611208577,8.105016217,8.141295117,4.052508108,4.070647559,-0.036278901,0.036278901,0.611208577,0.611208577,0.998164659,0.998164659
NP_417018,pepB,aminopeptidase B,948766,NA,9.01206693,9.044761468,9.008216046,8.902876923,9.120586415,8.868851748,9.013349084,8.983678997,8.994298451,0.012225906,0.954009954,8.996616561,8.991980342,4.498308281,4.495990171,0.00463622,-0.00463622,0.954009954,0.954009954,0.998164659,0.998164659
NP_417245,queD,6-pyruvoyl tetrahydrobiopterin synthase (PTPS),945123,NA,9.086496814,8.977167285,9.116265104,8.91359616,9.042992127,9.184051574,9.230528075,8.667400148,9.027312161,0.032086333,0.951864389,9.031242981,9.023381341,4.51562149,4.51169067,0.00786164,-0.00786164,0.951864389,0.951864389,0.998164659,0.998164659
NP_416479,hiuH,hydroxyisourate hydrolase,946485,"GO:0006139, GO:0006144, GO:0006807, GO:0008152, GO:0009987, GO:0044238",8.951000992,9.03391136,8.823757738,10.01120762,8.921125542,9.809009302,9.352993028,9.792062072,9.336883457,0.165374328,0.382799577,9.468797486,9.204969427,4.734398743,4.602484713,0.263828059,-0.263828059,0.382799577,0.382799577,0.998164659,0.998164659
NP_417376,yqfB,UPF0267 family protein,947380,NA,8.681762534,8.694070225,8.648720411,8.38038661,8.664548144,8.379033984,8.584957509,8.514802272,8.568535211,0.019622416,0.525615033,8.535835477,8.601234945,4.267917739,4.300617472,-0.065399467,0.065399467,0.525615033,0.525615033,0.998164659,0.998164659
NP_417772,rplP,50S ribosomal subunit protein L16,947806,"GO:0003676, GO:0003723, GO:0003735, GO:0005198, GO:0005488",9.1353728,9.126406251,9.225896505,9.533410405,9.076005751,9.191568404,9.218607862,9.474234952,9.247687866,0.028908843,0.90238046,9.240104242,9.25527149,4.620052121,4.627635745,-0.015167248,0.015167248,0.90238046,0.90238046,0.998164659,0.998164659
NP_414796,afuC,CP4-6 prophage; putative ferric transporter subunit,947676,"GO:0003824, GO:0005215, GO:0005975, GO:0006520, GO:0006796, GO:0006810, GO:0006817, GO:0006865, GO:0008152, GO:0008643, GO:0016787, GO:0022857, GO:0042626, GO:0044238, GO:0051179",8.848652545,8.728484099,8.693107682,7.744381963,8.779403191,8.352064817,8.565535397,8.408954224,8.51507299,0.106408392,0.923315472,8.526489407,8.503656572,4.263244704,4.251828286,0.022832835,-0.022832835,0.923315472,0.923315472,0.998164659,0.998164659
NP_415245,ybgP,putative periplasmic pilin chaperone,945110,NA,8.611586655,8.732306199,8.61180682,8.996810224,8.339112612,8.989411881,8.808369543,9.080240269,8.771205525,0.054668359,0.698375849,8.804283576,8.738127475,4.402141788,4.369063737,0.066156102,-0.066156102,0.698375849,0.698375849,0.998164659,0.998164659
NP_414965,cyoB,cytochrome o ubiquinol oxidase subunit I,945615,"GO:0003824, GO:0006091, GO:0006119, GO:0016491, GO:0022904, GO:0008152",8.784379628,8.755671933,8.632436891,8.482909725,8.669884641,8.506815143,8.820885788,8.369733678,8.627839678,0.026469075,0.546830844,8.591829813,8.663849544,4.295914906,4.331924772,-0.072019731,0.072019731,0.546830844,0.546830844,0.998164659,0.998164659
NP_418295,yihD,DUF1040 protein YihD,948348,,8.273284022,8.303044653,8.190096959,8.337092955,8.19842196,8.363156936,8.330124679,8.462307254,8.307191177,0.012664146,0.45150917,8.338502707,8.275879647,4.169251354,4.137939824,0.06262306,-0.06262306,0.45150917,0.45150917,0.998164659,0.998164659
NP_418297,dsbA,periplasmic protein disulfide isomerase I,948353,NA,8.077412016,8.055705031,7.982256517,7.799658393,8.081262502,7.928024258,8.202782365,7.850894852,7.997249492,0.020926895,0.726028007,8.015740994,7.978757989,4.007870497,3.989378995,0.036983005,-0.036983005,0.726028007,0.726028007,0.998164659,0.998164659
NP_416616,mrp,antiporter inner membrane protein,946627,NA,8.200376925,8.275739607,8.33637252,8.54532759,8.32914089,8.338190621,8.334397895,8.704026272,8.38294654,0.026111306,0.465957196,8.426438919,8.339454161,4.21321946,4.16972708,0.086984759,-0.086984759,0.465957196,0.465957196,0.998164659,0.998164659
NP_417467,hybD,maturation protease for hydrogenase 2,948982,"GO:0003824, GO:0006464, GO:0008152, GO:0008233, GO:0009987, GO:0016787, GO:0019538, GO:0044238",8.481199814,8.820407392,8.529307017,8.975606704,8.345452809,9.115764989,8.817813366,8.45793265,8.692935593,0.067078396,0.926432008,8.684240954,8.701630232,4.342120477,4.350815116,-0.017389278,0.017389278,0.926432008,0.926432008,0.998164659,0.998164659
NP_418815,creB,response regulator in two-component regulatory system with CreC,948922,"GO:0003824, GO:0004672, GO:0005622, GO:0005886, GO:0006464, GO:0006468, GO:0006520, GO:0008152, GO:0008168, GO:0009987, GO:0016301, GO:0016740, GO:0019538, GO:0044238, NA",8.943620224,8.778894061,8.766053225,8.091087678,8.715864335,8.657721293,8.667337203,8.315900618,8.61705983,0.066257554,0.766512302,8.589205862,8.644913797,4.294602931,4.322456898,-0.055707935,0.055707935,0.766512302,0.766512302,0.998164659,0.998164659
NP_418077,waaF,ADP-heptose:LPS heptosyltransferase II,948135,"GO:0003824, GO:0005622, GO:0005737, GO:0005829, GO:0005975, GO:0005976, GO:0006629, GO:0008152, GO:0009058, GO:0009987, GO:0016740, GO:0016757, GO:0044238, GO:0044464, NA",9.148152907,9.239082966,9.199388832,9.288733967,9.048332307,9.273043515,9.207952524,9.05867675,9.182920471,0.012700772,0.390805022,9.147001274,9.218839668,4.573500637,4.609419834,-0.071838394,0.071838394,0.390805022,0.390805022,0.998164659,0.998164659
NP_418058,mtlR,mannitol operon repressor,948116,NA,9.254129955,9.134720998,9.103735734,8.793961965,9.05167848,8.993034482,9.137732988,8.875346886,9.043042686,0.024249504,0.616026065,9.014448209,9.071637163,4.507224104,4.535818582,-0.057188954,0.057188954,0.616026065,0.616026065,0.998164659,0.998164659
NP_414853,yahE,DUF2877 family protein,947134,,9.161942991,9.218903278,9.155790866,9.305487445,9.1730761,9.331745762,9.250912937,9.428828109,9.253335936,0.013000564,0.315956335,9.296140727,9.210531145,4.648070364,4.605265573,0.085609582,-0.085609582,0.315956335,0.315956335,0.998164659,0.998164659
NP_417022,hscB,"HscA co-chaperone, J domain-containing protein Hsc56; IscU-specific chaperone HscAB",946995,NA,8.30294293,8.375080539,8.284487981,8.336410812,8.472863999,8.390496341,8.170297515,8.66041042,8.374123817,0.021664384,0.367313815,8.423517069,8.324730565,4.211758535,4.162365283,0.098786504,-0.098786504,0.367313815,0.367313815,0.998164659,0.998164659
NP_418001,dppA,dipeptide/heme ABC transporter periplasmic binding protein; dipeptide chemotaxis receptor,948062,"GO:0005215, GO:0005886, GO:0006810, GO:0016020, GO:0030312, GO:0030313, GO:0044464, GO:0051179",9.456178696,9.58873236,9.544229584,9.180639664,9.541222964,9.438524942,9.479197448,9.175288789,9.425501806,0.027201409,0.777962779,9.408558536,9.442445076,4.704279268,4.721222538,-0.03388654,0.03388654,0.777962779,0.777962779,0.998164659,0.998164659
NP_417084,yfiH,UPF0124 family protein,947089,GO:0005488,8.928427433,8.822647434,8.761482591,8.621170774,8.945127509,8.701588364,8.82875164,8.352747321,8.745242883,0.034755857,0.576530284,8.707053709,8.783432058,4.353526854,4.391716029,-0.076378349,0.076378349,0.576530284,0.576530284,0.998164659,0.998164659
